Placement,ID,Gender,Athlete,Sport,Previous Instructor,Illegal Sections,Choice 1,Choice 2,Choice 3,Choice 4,Choice 5,Choice 6
,346,F,,,,,Section-7,Section-33,Section-3,Section-30,Section-34,Section-23
,347,M,,,,,Section-3,Section-32,Section-33,Section-29,Section-34,Section-16
,348,F,,,,,Section-20,Section-21,Section-15,Section-5,Section-27,Section-13
,349,F,Y,,,,Section-22,Section-8,Section-15,Section-30,Section-29,Section-1
,350,M,,,,,Section-11,Section-18,Section-16,Section-19,Section-15,Section-13
,351,F,,,,,Section-29,Section-12,Section-30,Section-24,Section-4,Section-33
,352,M,,,,,Section-25,Section-26,Section-23,Section-9,Section-31,Section-22
,353,M,,,,,Section-21,Section-26,Section-9,Section-8,Section-13,Section-30
,354,M,,,,,Section-9,Section-16,Section-18,Section-13,Section-6,Section-28
,355,F,,,,,Section-26,Section-10,Section-8,Section-2,Section-5,Section-21
,356,F,,,,,Section-34,Section-1,Section-27,Section-9,Section-18,Section-28
Section-3,357,M,Y,,,,Section-1,Section-27,Section-20,Section-7,Section-18,Section-14
,358,M,Y,,,,Section-4,Section-1,Section-31,Section-22,Section-29,Section-35
Section-8,359,F,,,,,Section-6,Section-12,Section-21,Section-2,Section-28,Section-1
,360,M,,,,,Section-4,Section-19,Section-33,Section-20,Section-21,Section-24
,361,M,Y,,,,Section-16,Section-24,Section-15,Section-17,Section-4,Section-1
,362,F,,,,,Section-35,Section-26,Section-14,Section-6,Section-32,Section-3
,363,F,,,,,Section-9,Section-35,Section-3,Section-10,Section-30,Section-29
,364,F,,,,,Section-13,Section-33,Section-4,Section-25,Section-23,Section-34
,365,M,,,,,Section-13,Section-7,Section-3,Section-32,Section-17,Section-26
Section-28,366,M,Y,,,,Section-2,Section-32,Section-4,Section-12,Section-7,Section-19
,367,M,Y,,,,Section-10,Section-16,Section-13,Section-25,Section-12,Section-3
,368,M,,,,,Section-32,Section-18,Section-35,Section-12,Section-2,Section-31
,369,M,,,,,Section-31,Section-23,Section-30,Section-18,Section-33,Section-11
Section-2,370,F,,,,,Section-12,Section-22,Section-33,Section-29,Section-14,Section-30
Section-15,371,M,,,,,Section-20,Section-32,Section-33,Section-4,Section-7,Section-18
,372,F,Y,,,,Section-14,Section-15,Section-10,Section-17,Section-1,Section-7
,373,F,Y,,,,Section-8,Section-19,Section-32,Section-4,Section-7,Section-1
Section-26,374,F,,,,,Section-3,Section-31,Section-17,Section-16,Section-29,Section-7
,375,F,,,,,Section-10,Section-13,Section-8,Section-18,Section-35,Section-16
,376,M,,,,,Section-26,Section-11,Section-32,Section-20,Section-28,Section-27
Section-24,377,F,,,,,Section-33,Section-15,Section-26,Section-20,Section-9,Section-17
,378,F,,,,,Section-1,Section-30,Section-34,Section-35,Section-31,Section-15
,379,F,,,,,Section-30,Section-17,Section-8,Section-10,Section-15,Section-34
,380,F,,,,,Section-20,Section-17,Section-9,Section-23,Section-3,Section-28
,381,M,,,,,Section-28,Section-9,Section-33,Section-15,Section-35,Section-13
,382,M,Y,,,,Section-23,Section-12,Section-9,Section-14,Section-25,Section-20
,383,M,,,,,Section-26,Section-16,Section-18,Section-24,Section-23,Section-21
Section-14,384,F,,,,,Section-17,Section-21,Section-30,Section-31,Section-13,Section-26
,385,F,,,,,Section-26,Section-27,Section-5,Section-8,Section-4,Section-13
,386,M,,,,,Section-15,Section-11,Section-25,Section-34,Section-33,Section-28
,387,M,,,,,Section-27,Section-14,Section-3,Section-35,Section-20,Section-25
,388,F,,,,,Section-22,Section-9,Section-7,Section-15,Section-3,Section-11
,389,F,,,,,Section-4,Section-17,Section-23,Section-1,Section-7,Section-27
Section-19,390,F,,,,,Section-30,Section-7,Section-23,Section-5,Section-3,Section-21
,391,F,,,,,Section-16,Section-26,Section-28,Section-10,Section-21,Section-24
,392,M,,,,,Section-22,Section-15,Section-5,Section-9,Section-1,Section-12
,393,F,,,,,Section-18,Section-1,Section-33,Section-15,Section-22,Section-8
,394,M,,,,,Section-17,Section-32,Section-7,Section-3,Section-1,Section-26
,395,F,,,,,Section-20,Section-3,Section-1,Section-34,Section-11,Section-29
,396,F,,,,,Section-18,Section-16,Section-34,Section-12,Section-23,Section-15
,397,F,Y,,,,Section-4,Section-18,Section-19,Section-6,Section-26,Section-12
,398,F,,,,,Section-19,Section-35,Section-3,Section-32,Section-33,Section-14
Section-6,399,F,,,,,Section-11,Section-6,Section-7,Section-5,Section-30,Section-28
,400,M,,,,,Section-29,Section-16,Section-3,Section-19,Section-15,Section-4
Section-21,401,F,Y,,,,Section-1,Section-10,Section-22,Section-24,Section-35,Section-12
,402,F,,,,,Section-14,Section-17,Section-20,Section-35,Section-32,Section-31
,403,F,,,,,Section-12,Section-35,Section-9,Section-22,Section-7,Section-20
,404,M,,,,,Section-27,Section-20,Section-16,Section-10,Section-12,Section-9
Section-14,405,F,Y,,,,Section-17,Section-31,Section-18,Section-33,Section-34,Section-27
,406,F,Y,,,,Section-25,Section-11,Section-23,Section-31,Section-10,Section-35
,407,M,,,,,Section-30,Section-4,Section-28,Section-20,Section-23,Section-14
,408,F,,,,,Section-17,Section-31,Section-18,Section-14,Section-1,Section-27
,409,M,Y,,,,Section-16,Section-11,Section-33,Section-13,Section-25,Section-5
,410,F,,,,,Section-10,Section-22,Section-15,Section-32,Section-12,Section-21
Section-13,411,F,,,,,Section-24,Section-25,Section-3,Section-2,Section-22,Section-26
,412,F,,,,,Section-14,Section-23,Section-16,Section-2,Section-28,Section-8
,413,F,,,,,Section-14,Section-22,Section-9,Section-17,Section-32,Section-24
,414,M,,,,,Section-3,Section-8,Section-26,Section-31,Section-15,Section-6
,415,F,,,,,Section-24,Section-21,Section-19,Section-6,Section-34,Section-29
,416,F,,,,,Section-13,Section-31,Section-32,Section-7,Section-4,Section-34
,417,M,,,,,Section-30,Section-7,Section-3,Section-27,Section-33,Section-17
,418,F,,,,,Section-15,Section-12,Section-8,Section-10,Section-4,Section-17
Section-8,419,M,,,,,Section-22,Section-23,Section-27,Section-33,Section-32,Section-28
,420,M,,,,,Section-17,Section-12,Section-25,Section-6,Section-16,Section-35
Section-34,421,M,,,,,Section-6,Section-1,Section-7,Section-25,Section-17,Section-22
,422,F,Y,,,,Section-35,Section-14,Section-21,Section-30,Section-20,Section-19
,423,M,Y,,,,Section-6,Section-22,Section-10,Section-18,Section-5,Section-1
,424,F,,,,,Section-29,Section-5,Section-6,Section-33,Section-25,Section-35
,425,M,,,,,Section-12,Section-6,Section-5,Section-11,Section-30,Section-13
,426,F,,,,,Section-4,Section-32,Section-10,Section-9,Section-11,Section-23
,427,F,,,,,Section-5,Section-2,Section-22,Section-28,Section-16,Section-24
,428,F,Y,,,,Section-2,Section-8,Section-7,Section-3,Section-34,Section-11
,429,F,,,,,Section-6,Section-34,Section-5,Section-21,Section-17,Section-13
,430,M,,,,,Section-35,Section-21,Section-1,Section-8,Section-27,Section-17
,431,M,,,,,Section-24,Section-10,Section-1,Section-35,Section-14,Section-21
,432,M,,,,,Section-22,Section-15,Section-11,Section-5,Section-27,Section-21
,433,M,,,,,Section-2,Section-21,Section-12,Section-1,Section-29,Section-17
Section-23,434,M,,,,,Section-20,Section-3,Section-23,Section-4,Section-33,Section-7
,435,F,,,,,Section-32,Section-31,Section-29,Section-23,Section-30,Section-34
,436,F,,,,,Section-21,Section-7,Section-4,Section-28,Section-30,Section-15
,437,F,,,,,Section-35,Section-27,Section-34,Section-25,Section-3,Section-33
,438,F,,,,,Section-10,Section-20,Section-25,Section-9,Section-11,Section-5
,439,F,,,,,Section-24,Section-5,Section-26,Section-11,Section-16,Section-15
,440,M,,,,,Section-19,Section-9,Section-12,Section-24,Section-28,Section-8
,441,M,,,,,Section-20,Section-23,Section-28,Section-15,Section-8,Section-32
,442,F,,,,,Section-12,Section-5,Section-28,Section-8,Section-2,Section-11
,443,M,Y,,,,Section-28,Section-11,Section-21,Section-17,Section-4,Section-6
,444,F,,,,,Section-24,Section-19,Section-9,Section-6,Section-35,Section-3
,445,M,,,,,Section-27,Section-7,Section-24,Section-9,Section-16,Section-4
,446,F,,,,,Section-18,Section-1,Section-11,Section-32,Section-31,Section-2
,447,M,,,,,Section-11,Section-35,Section-18,Section-3,Section-2,Section-10
Section-13,448,M,Y,,,,Section-17,Section-28,Section-25,Section-31,Section-7,Section-29
,449,F,,,,,Section-4,Section-5,Section-3,Section-27,Section-12,Section-23
,450,M,,,,,Section-12,Section-22,Section-3,Section-11,Section-16,Section-23
,451,M,,,,,Section-7,Section-24,Section-35,Section-18,Section-13,Section-33
,452,M,Y,,,,Section-22,Section-27,Section-19,Section-15,Section-11,Section-35
,453,M,Y,,,,Section-22,Section-13,Section-2,Section-4,Section-30,Section-1
,454,M,,,,,Section-4,Section-17,Section-25,Section-12,Section-18,Section-15
,455,F,,,,,Section-34,Section-23,Section-12,Section-15,Section-22,Section-19
,456,M,Y,,,,Section-12,Section-4,Section-28,Section-16,Section-27,Section-1
Section-14,457,F,Y,,,,Section-11,Section-8,Section-31,Section-34,Section-29,Section-3
,458,F,Y,,,,Section-20,Section-21,Section-3,Section-28,Section-4,Section-31
,459,M,Y,,,,Section-22,Section-20,Section-34,Section-7,Section-9,Section-27
,460,F,,,,,Section-26,Section-23,Section-1,Section-22,Section-17,Section-4
,461,M,Y,,,,Section-2,Section-26,Section-5,Section-10,Section-7,Section-22
,462,F,Y,,,,Section-35,Section-14,Section-22,Section-1,Section-12,Section-26
,463,F,Y,,,,Section-33,Section-29,Section-23,Section-5,Section-15,Section-7
,464,M,,,,,Section-35,Section-26,Section-24,Section-31,Section-5,Section-12
,465,M,,,,,Section-12,Section-31,Section-26,Section-9,Section-28,Section-22
,466,M,Y,,,,Section-17,Section-5,Section-11,Section-31,Section-3,Section-25
,467,M,,,,,Section-26,Section-19,Section-22,Section-15,Section-1,Section-30
,468,F,Y,,,,Section-33,Section-19,Section-25,Section-32,Section-4,Section-13
,469,F,,,,,Section-33,Section-29,Section-10,Section-16,Section-27,Section-34
,470,F,,,,,Section-12,Section-14,Section-6,Section-18,Section-29,Section-27
Section-7,471,M,,,,,Section-12,Section-35,Section-19,Section-7,Section-30,Section-17
,472,F,Y,,,,Section-22,Section-23,Section-28,Section-16,Section-20,Section-33
Section-20,473,M,,,,,Section-23,Section-25,Section-31,Section-9,Section-27,Section-7
Section-27,474,M,,,,,Section-6,Section-21,Section-26,Section-33,Section-15,Section-11
,475,M,,,,,Section-10,Section-28,Section-25,Section-15,Section-17,Section-4
Section-20,476,M,,,,,Section-17,Section-14,Section-29,Section-33,Section-11,Section-24
,477,M,,,,,Section-18,Section-5,Section-33,Section-35,Section-20,Section-34
,478,F,Y,,,,Section-23,Section-33,Section-17,Section-2,Section-12,Section-3
,479,F,,,,,Section-27,Section-2,Section-23,Section-14,Section-28,Section-7
,480,F,,,,,Section-25,Section-14,Section-34,Section-7,Section-1,Section-28
,481,F,,,,,Section-22,Section-31,Section-4,Section-30,Section-11,Section-25
,482,F,Y,,,,Section-31,Section-16,Section-6,Section-11,Section-8,Section-1
,483,M,,,,,Section-14,Section-2,Section-34,Section-12,Section-8,Section-33
,484,F,,,,,Section-35,Section-1,Section-6,Section-21,Section-11,Section-24
,485,F,,,,,Section-32,Section-1,Section-5,Section-21,Section-31,Section-22
,486,M,,,,,Section-28,Section-33,Section-25,Section-31,Section-10,Section-12
,487,F,,,,,Section-15,Section-28,Section-6,Section-32,Section-3,Section-19
,488,F,,,,,Section-35,Section-31,Section-3,Section-28,Section-8,Section-33
Section-17,489,M,,,,,Section-1,Section-5,Section-9,Section-21,Section-34,Section-6
Section-34,490,M,,,,,Section-23,Section-8,Section-1,Section-31,Section-29,Section-5
,491,M,,,,,Section-7,Section-26,Section-10,Section-24,Section-11,Section-17
Section-11,492,F,,,,,Section-29,Section-16,Section-9,Section-6,Section-2,Section-20
,493,M,Y,,,,Section-17,Section-23,Section-11,Section-19,Section-16,Section-28
Section-10,494,F,,,,,Section-23,Section-5,Section-32,Section-6,Section-29,Section-33
,495,F,,,,,Section-4,Section-25,Section-7,Section-1,Section-9,Section-13
,496,M,,,,,Section-18,Section-20,Section-11,Section-33,Section-25,Section-19
,497,M,,,,,Section-8,Section-24,Section-26,Section-35,Section-31,Section-1
,498,F,Y,,,,Section-2,Section-30,Section-1,Section-7,Section-20,Section-21
,499,F,,,,,Section-11,Section-24,Section-34,Section-6,Section-26,Section-21
,500,F,,,,,Section-31,Section-28,Section-15,Section-19,Section-32,Section-35
Section-7,501,F,,,,,Section-32,Section-12,Section-3,Section-22,Section-18,Section-31
,502,M,Y,,,,Section-32,Section-16,Section-27,Section-30,Section-35,Section-1
,503,M,,,,,Section-17,Section-9,Section-2,Section-3,Section-34,Section-18
,504,F,,,,,Section-27,Section-19,Section-24,Section-34,Section-12,Section-15
,505,M,Y,,,,Section-18,Section-27,Section-7,Section-23,Section-13,Section-14
,506,F,,,,,Section-13,Section-29,Section-18,Section-5,Section-7,Section-22
,507,M,,,,,Section-24,Section-4,Section-13,Section-17,Section-7,Section-2
,508,F,Y,,,,Section-31,Section-29,Section-17,Section-30,Section-3,Section-5
,509,M,,,,,Section-24,Section-20,Section-9,Section-28,Section-21,Section-2
,510,F,,,,,Section-31,Section-20,Section-9,Section-18,Section-15,Section-13
Section-10,511,M,,,,,Section-24,Section-5,Section-8,Section-14,Section-11,Section-34
Section-18,512,F,,,,,Section-23,Section-33,Section-21,Section-10,Section-20,Section-19
,513,F,Y,,,,Section-14,Section-15,Section-21,Section-18,Section-28,Section-8
,514,F,Y,,,,Section-30,Section-12,Section-9,Section-13,Section-14,Section-31
,515,M,,,,,Section-35,Section-1,Section-33,Section-25,Section-20,Section-9
Section-34,516,M,Y,,,,Section-23,Section-27,Section-1,Section-10,Section-35,Section-25
,517,F,,,,,Section-17,Section-35,Section-13,Section-27,Section-10,Section-32
,518,F,Y,,,,Section-30,Section-35,Section-8,Section-1,Section-31,Section-14
,519,M,Y,,,,Section-3,Section-19,Section-24,Section-35,Section-13,Section-2
,520,F,,,,,Section-21,Section-10,Section-7,Section-25,Section-15,Section-32
,521,M,,,,,Section-28,Section-13,Section-10,Section-11,Section-6,Section-25
,522,F,,,,,Section-33,Section-26,Section-20,Section-9,Section-30,Section-35
,523,F,,,,,Section-4,Section-31,Section-17,Section-15,Section-27,Section-29
,524,F,,,,,Section-27,Section-19,Section-26,Section-17,Section-3,Section-24
,525,F,,,,,Section-26,Section-11,Section-24,Section-19,Section-5,Section-16
,526,M,Y,,,,Section-3,Section-31,Section-32,Section-15,Section-22,Section-28
,527,M,Y,,,,Section-16,Section-21,Section-35,Section-15,Section-22,Section-8
,528,F,,,,,Section-29,Section-30,Section-25,Section-9,Section-22,Section-23
,529,M,,,,,Section-33,Section-27,Section-22,Section-16,Section-32,Section-9
,530,F,,,,,Section-10,Section-11,Section-13,Section-9,Section-16,Section-14
,531,M,,,,,Section-24,Section-8,Section-34,Section-26,Section-10,Section-32
,532,M,,,,,Section-17,Section-15,Section-2,Section-1,Section-7,Section-34
,533,F,,,,,Section-22,Section-7,Section-24,Section-34,Section-31,Section-2
,534,F,,,,,Section-24,Section-25,Section-30,Section-19,Section-33,Section-14
,535,M,,,,,Section-6,Section-1,Section-3,Section-21,Section-34,Section-12
,536,F,Y,,,,Section-23,Section-32,Section-1,Section-35,Section-3,Section-8
,537,F,,,,,Section-27,Section-24,Section-3,Section-10,Section-21,Section-14
,538,M,,,,,Section-3,Section-2,Section-35,Section-16,Section-21,Section-25
,539,F,,,,,Section-30,Section-14,Section-9,Section-1,Section-19,Section-3
,540,M,,,,,Section-30,Section-13,Section-5,Section-23,Section-26,Section-6
,541,F,Y,,,,Section-22,Section-26,Section-20,Section-15,Section-25,Section-24
,542,F,,,,,Section-4,Section-8,Section-26,Section-1,Section-5,Section-35
,543,M,,,,,Section-31,Section-34,Section-3,Section-27,Section-30,Section-5
,544,F,,,,,Section-6,Section-28,Section-22,Section-19,Section-13,Section-14
,545,F,,,,,Section-28,Section-27,Section-1,Section-31,Section-15,Section-34
,546,F,,,,,Section-15,Section-8,Section-25,Section-22,Section-7,Section-12
,547,F,,,,,Section-2,Section-16,Section-3,Section-6,Section-22,Section-17
,548,M,,,,,Section-7,Section-26,Section-10,Section-2,Section-35,Section-31
,549,F,,,,,Section-2,Section-26,Section-9,Section-35,Section-7,Section-20
,550,M,,,,,Section-14,Section-1,Section-18,Section-11,Section-17,Section-13
Section-24,551,F,,,,,Section-18,Section-27,Section-14,Section-11,Section-17,Section-12
,552,F,,,,,Section-2,Section-22,Section-7,Section-4,Section-17,Section-5
Section-5,553,F,Y,,,,Section-9,Section-28,Section-35,Section-3,Section-29,Section-32
,554,F,Y,,,,Section-10,Section-25,Section-21,Section-19,Section-32,Section-30
,555,F,Y,,,,Section-33,Section-24,Section-14,Section-16,Section-30,Section-31
,556,F,,,,,Section-30,Section-26,Section-14,Section-20,Section-5,Section-7
,557,F,,,,,Section-23,Section-31,Section-27,Section-34,Section-6,Section-18
,558,M,,,,,Section-21,Section-27,Section-13,Section-18,Section-16,Section-30
,559,M,,,,,Section-31,Section-15,Section-5,Section-28,Section-3,Section-35
Section-14,560,M,,,,,Section-4,Section-7,Section-13,Section-29,Section-31,Section-3
,561,F,,,,,Section-25,Section-18,Section-24,Section-7,Section-9,Section-5
,562,M,,,,,Section-31,Section-30,Section-1,Section-24,Section-12,Section-4
,563,M,Y,,,,Section-2,Section-25,Section-30,Section-12,Section-21,Section-32
,564,F,Y,,,,Section-23,Section-33,Section-11,Section-22,Section-5,Section-30
,565,F,Y,,,,Section-8,Section-10,Section-6,Section-28,Section-32,Section-33
,566,M,,,,,Section-4,Section-1,Section-17,Section-5,Section-28,Section-24
,567,M,,,,,Section-27,Section-17,Section-30,Section-14,Section-21,Section-22
,568,F,,,,,Section-17,Section-9,Section-20,Section-8,Section-2,Section-3
Section-5,569,F,,,,,Section-5,Section-25,Section-24,Section-8,Section-34,Section-1
,570,M,,,,,Section-30,Section-17,Section-2,Section-28,Section-16,Section-20
,571,F,,,,,Section-6,Section-14,Section-20,Section-9,Section-33,Section-19
,572,F,,,,,Section-16,Section-6,Section-9,Section-18,Section-17,Section-13
,573,F,,,,,Section-2,Section-19,Section-5,Section-16,Section-1,Section-34
,574,M,,,,,Section-12,Section-31,Section-6,Section-10,Section-5,Section-20
,575,F,Y,,,,Section-22,Section-32,Section-1,Section-20,Section-10,Section-14
,576,M,,,,,Section-5,Section-3,Section-27,Section-11,Section-8,Section-12
,577,M,,,,,Section-3,Section-6,Section-23,Section-15,Section-21,Section-5
,578,M,Y,,,,Section-35,Section-19,Section-20,Section-21,Section-5,Section-25
,579,F,Y,,,,Section-13,Section-14,Section-22,Section-18,Section-23,Section-25
,580,M,,,,,Section-31,Section-34,Section-8,Section-1,Section-15,Section-4
,581,M,Y,,,,Section-10,Section-24,Section-8,Section-33,Section-7,Section-31
,582,M,,,,,Section-3,Section-31,Section-34,Section-8,Section-12,Section-35
,583,F,,,,,Section-10,Section-23,Section-20,Section-7,Section-14,Section-25
,584,M,,,,,Section-28,Section-18,Section-22,Section-24,Section-25,Section-7
,585,F,Y,,,,Section-11,Section-30,Section-31,Section-25,Section-20,Section-21
,586,M,,,,,Section-19,Section-27,Section-29,Section-11,Section-34,Section-33
,587,M,Y,,,,Section-8,Section-31,Section-12,Section-17,Section-23,Section-16
,588,M,Y,,,,Section-27,Section-26,Section-25,Section-31,Section-21,Section-1
,589,M,,,,,Section-20,Section-25,Section-3,Section-34,Section-8,Section-32
,590,M,,,,,Section-8,Section-18,Section-12,Section-29,Section-23,Section-28
,591,F,,,,,Section-7,Section-17,Section-26,Section-3,Section-30,Section-21
,592,M,,,,,Section-35,Section-29,Section-31,Section-19,Section-8,Section-1
,593,F,,,,,Section-14,Section-24,Section-3,Section-30,Section-12,Section-10
,594,F,,,,,Section-11,Section-23,Section-7,Section-32,Section-35,Section-26
,595,M,,,,,Section-12,Section-17,Section-6,Section-35,Section-29,Section-34
,596,F,,,,,Section-35,Section-26,Section-10,Section-11,Section-2,Section-5
,597,F,Y,,,,Section-21,Section-23,Section-1,Section-11,Section-20,Section-24
,598,M,,,,,Section-12,Section-20,Section-33,Section-18,Section-6,Section-35
,599,M,,,,,Section-27,Section-18,Section-23,Section-8,Section-26,Section-25
,600,M,,,,,Section-18,Section-10,Section-12,Section-11,Section-17,Section-30
,601,F,,,,,Section-29,Section-23,Section-17,Section-2,Section-5,Section-10
,602,F,,,,,Section-35,Section-7,Section-5,Section-23,Section-12,Section-22
,603,F,,,,,Section-19,Section-30,Section-2,Section-4,Section-7,Section-16
Section-3,604,M,,,,,Section-4,Section-25,Section-6,Section-15,Section-26,Section-19
Section-5,605,M,Y,,,,Section-29,Section-11,Section-5,Section-2,Section-33,Section-12
,606,F,,,,,Section-30,Section-1,Section-18,Section-5,Section-12,Section-6
,607,M,,,,,Section-13,Section-19,Section-27,Section-8,Section-18,Section-20
,608,F,Y,,,,Section-16,Section-1,Section-5,Section-19,Section-31,Section-25
,609,M,,,,,Section-15,Section-1,Section-10,Section-20,Section-27,Section-5
,610,F,,,,,Section-15,Section-19,Section-30,Section-8,Section-27,Section-22
,611,M,,,,,Section-12,Section-20,Section-25,Section-21,Section-27,Section-4
,612,M,,,,,Section-16,Section-6,Section-14,Section-9,Section-28,Section-18
Section-11,613,F,,,,,Section-28,Section-16,Section-17,Section-33,Section-12,Section-31
,614,F,Y,,,,Section-12,Section-27,Section-35,Section-13,Section-29,Section-25
,615,M,,,,,Section-32,Section-28,Section-6,Section-1,Section-25,Section-35
,616,M,,,,,Section-26,Section-5,Section-19,Section-28,Section-35,Section-32
,617,F,,,,,Section-24,Section-17,Section-15,Section-30,Section-21,Section-16
,618,F,,,,,Section-18,Section-10,Section-2,Section-16,Section-1,Section-19
,619,F,,,,,Section-7,Section-2,Section-23,Section-15,Section-19,Section-12
,620,F,,,,,Section-17,Section-32,Section-21,Section-18,Section-25,Section-5
,621,M,Y,,,,Section-33,Section-9,Section-23,Section-21,Section-24,Section-35
,622,M,,,,,Section-22,Section-6,Section-20,Section-19,Section-33,Section-26
,623,M,Y,,,,Section-33,Section-5,Section-15,Section-31,Section-7,Section-23
,624,F,,,,,Section-17,Section-22,Section-27,Section-10,Section-3,Section-11
,625,M,,,,,Section-5,Section-24,Section-20,Section-6,Section-34,Section-26
Section-25,626,F,,,,,Section-26,Section-4,Section-18,Section-11,Section-17,Section-14
,627,M,Y,,,,Section-35,Section-28,Section-26,Section-17,Section-19,Section-14
,628,M,,,,,Section-34,Section-33,Section-10,Section-26,Section-16,Section-8
,629,M,,,,,Section-1,Section-23,Section-12,Section-30,Section-29,Section-14
,630,F,,,,,Section-5,Section-17,Section-21,Section-10,Section-18,Section-16
,631,M,,,,,Section-27,Section-20,Section-10,Section-14,Section-32,Section-34
,632,M,Y,,,,Section-30,Section-29,Section-18,Section-23,Section-5,Section-9
Section-28,633,F,,,,,Section-33,Section-14,Section-23,Section-13,Section-21,Section-6
,634,F,,,,,Section-30,Section-7,Section-21,Section-27,Section-26,Section-14
,635,M,,,,,Section-12,Section-27,Section-20,Section-23,Section-19,Section-28
,636,M,Y,,,,Section-32,Section-7,Section-1,Section-22,Section-31,Section-10
,637,M,,,,,Section-6,Section-30,Section-4,Section-26,Section-23,Section-2
,638,M,,,,,Section-11,Section-23,Section-34,Section-7,Section-9,Section-4
,639,F,,,,,Section-27,Section-13,Section-23,Section-34,Section-29,Section-35
,640,M,Y,,,,Section-13,Section-7,Section-10,Section-18,Section-16,Section-30
,641,F,Y,,,,Section-23,Section-24,Section-4,Section-12,Section-18,Section-9
,642,M,,,,,Section-7,Section-8,Section-21,Section-5,Section-24,Section-9
,643,F,,,,,Section-12,Section-3,Section-25,Section-11,Section-32,Section-7
,644,M,Y,,,,Section-27,Section-30,Section-8,Section-12,Section-35,Section-11
,645,F,,,,,Section-5,Section-27,Section-28,Section-25,Section-18,Section-19
,646,M,Y,,,,Section-1,Section-3,Section-28,Section-7,Section-5,Section-18
,647,F,Y,,,,Section-25,Section-23,Section-32,Section-5,Section-6,Section-33
,648,M,Y,,,,Section-9,Section-3,Section-22,Section-8,Section-13,Section-33
,649,F,,,,,Section-17,Section-28,Section-32,Section-9,Section-24,Section-4
,650,F,,,,,Section-28,Section-9,Section-14,Section-23,Section-3,Section-17
,651,M,,,,,Section-35,Section-24,Section-33,Section-20,Section-31,Section-13
,652,F,Y,,,,Section-30,Section-12,Section-23,Section-5,Section-31,Section-6
,653,M,,,,,Section-20,Section-35,Section-29,Section-4,Section-26,Section-11
,654,F,,,,,Section-35,Section-15,Section-10,Section-13,Section-16,Section-3
,655,M,,,,,Section-17,Section-12,Section-2,Section-21,Section-19,Section-32
,656,F,,,,,Section-11,Section-16,Section-12,Section-30,Section-32,Section-9
,657,F,,,,,Section-33,Section-18,Section-20,Section-32,Section-5,Section-25
,658,M,,,,,Section-7,Section-3,Section-35,Section-26,Section-25,Section-29
,659,F,,,,,Section-6,Section-13,Section-21,Section-17,Section-31,Section-26
,660,F,,,,,Section-33,Section-7,Section-14,Section-10,Section-24,Section-31
,661,M,,,,,Section-5,Section-28,Section-27,Section-34,Section-10,Section-13
,662,M,Y,,,,Section-14,Section-8,Section-33,Section-32,Section-25,Section-9
Section-16,663,F,,,,,Section-10,Section-1,Section-24,Section-15,Section-4,Section-34
,664,F,,,,,Section-16,Section-4,Section-18,Section-8,Section-23,Section-15
,665,F,Y,,,,Section-12,Section-8,Section-25,Section-33,Section-27,Section-4
,666,F,,,,,Section-29,Section-35,Section-32,Section-20,Section-11,Section-15
,667,F,,,,,Section-20,Section-17,Section-24,Section-21,Section-27,Section-34
,668,M,,,,,Section-31,Section-3,Section-20,Section-34,Section-35,Section-17
,669,M,,,,,Section-30,Section-24,Section-6,Section-13,Section-29,Section-26
,670,F,Y,,,,Section-34,Section-1,Section-16,Section-18,Section-14,Section-20
,671,M,,,,,Section-7,Section-14,Section-27,Section-13,Section-3,Section-26
,672,F,,,,,Section-33,Section-29,Section-9,Section-8,Section-21,Section-32
,673,M,,,,,Section-34,Section-2,Section-24,Section-3,Section-32,Section-27
,674,M,,,,,Section-9,Section-15,Section-29,Section-35,Section-26,Section-4
,675,F,,,,,Section-34,Section-26,Section-13,Section-27,Section-21,Section-8
Section-14,676,F,,,,,Section-33,Section-21,Section-35,Section-2,Section-31,Section-23
,677,F,,,,,Section-19,Section-15,Section-6,Section-4,Section-20,Section-5
,678,M,,,,,Section-17,Section-12,Section-19,Section-23,Section-13,Section-28
,679,F,,,,,Section-7,Section-27,Section-17,Section-24,Section-31,Section-35
Section-22,680,M,Y,,,,Section-15,Section-25,Section-19,Section-28,Section-26,Section-18
,681,F,Y,,,,Section-5,Section-27,Section-6,Section-9,Section-8,Section-11
,682,M,,,,,Section-19,Section-14,Section-4,Section-18,Section-7,Section-23
,683,F,,,,,Section-13,Section-18,Section-26,Section-31,Section-32,Section-27
,684,F,,,,,Section-6,Section-9,Section-12,Section-14,Section-8,Section-27
,685,F,Y,,,,Section-6,Section-18,Section-30,Section-2,Section-10,Section-11
,686,F,,,,,Section-15,Section-20,Section-29,Section-21,Section-6,Section-33
Section-8,687,F,,,,,Section-31,Section-26,Section-16,Section-7,Section-28,Section-27
,688,F,,,,,Section-21,Section-23,Section-15,Section-26,Section-31,Section-22
,689,F,,,,,Section-8,Section-19,Section-21,Section-25,Section-22,Section-16
,690,M,Y,,,,Section-32,Section-15,Section-20,Section-2,Section-33,Section-27
,691,F,,,,,Section-35,Section-17,Section-34,Section-28,Section-4,Section-15
,692,F,,,,,Section-1,Section-25,Section-16,Section-6,Section-31,Section-7
